351247	0	67	0	kosicky kraj, kosice - okolie	2012-03-02 18:57:00.0	2008-01-25 00:00:00.0	24	168 cm, 55 kg	null	rusky, cesky a ten svoj predca...xixi	sportovanie, fotografovanie, cestovanie, turistika, praca s pc, surfovanie po webe, citanie, pocuvanie hudby, pozeranie filmov, malovanie, tancovanie, kupalisko, party, priatelia, spanie, nakupovanie, sex	pri telke, pri svieckach s partnerom, v dobrej restauracii, v prirode, v posteli	rybky	priemerna, tak akurat 	vyborny	zelene, take  zvlasne,,,,,	cierne, ale zafarbene...xixixi	dlhe	null	biela, cervena, cierna, modra, zelena	uz nefajcim, no len do kedy....	abstinent, nemam rada alkohol....nepijem  vobec  ale vazne..	blizenci, ja sa ku kazdemu blizimmmmm	dobreho priatela, priatelku, niekoho na chatovanie	v laske som sa sklamal(a), preto som velmi opatrny(a)	nedokazem mat s niekym sex bez lasky, hmm sama tomu neverim xixixixi	laskou mojho zivota, no proste moj  a musel by ma mat rad a tolerovat...xixixi	slobodny(a)	1	null	akcne, umelecke, komedie, romanticke, serialy, dokumentarne, vojnove, rodinne, kasove trhaky, eroticke, no proste skoro vsetko ale nemam cas lebo som stale na nete....xixixi	doma z gauca, u priatela, priatelky	disko, hitparadovky, rock, house, techno, muzikaly, sladaky, folklor a ludovky, hudba hmm to je moj zivot asi tak...	na posteli, vo vani, na dobru noc, s partnerom, v praci, na diskoteke, pri sexe, pri chodzi, kedykolvek a kdekolvek, vsade	zhasnut svetla a meditovat, ist do posilnovne, s kamaratmi do baru, pocuvat dobru hudbu, pozerat dobry film v tv, citat dobru knihu, surfovat na sieti a chatovat, pri svieckach s partnerom, nic nerobkat xixixi	slovenskej, cinskej, japonskej, ale ja varit neviem xixixi	null	ja na koncerty nechodim, proste nemam cas....	posilnovanie	aerobik, auto-moto sporty, baseball, basketbal, behanie, futbal, hadzana, hokej, kolieskove korcule, korculovanie, lyzovanie, plavanie, posilnovanie, tenis	null	rozpravky, o zabave, hry, humor, nabozensku literaturu	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/drobceeeeeeeeeeeek">drobceeeee&shy;eeeeeeek</a> </div>	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/vychodnare-sem">vychodnare sem !</a> </div>	
1603601	1	43	1	ceska republika, cz - budejovicky kraj	2011-08-04 12:02:00.0	2011-08-03 00:00:00.0	16	v poho :)	null	null	tanec a hudba :)	null	nemam :)	null	null	hneducke :)	hneducke :)	null	null	modrucka :)	mozno budem :)	f zivote! :)	panna :)	baby! :)	vela ! :)	null	dievca! :)	nezadany :)	potom hej ! :)	null	null	null	rock n roll :)	null	byt vonku so svojim dievcatom :)	null	null	null	ziadnym :)	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/linkin-park">linkin park</a> &bull;  <a title="vstup do klubu" href="/klub/avril-lavigne">avril lavigne</a> &bull;  <a title="vstup do klubu" href="/klub/kiss-the-hottest-band-in-the-world">kiss - the hottest band in the world</a> &bull;  <a title="vstup do klubu" href="/klub/ac-dc">ac/dc</a> &bull;  <a title="vstup do klubu" href="/klub/fall-out-boy">♥fall out boy♥</a> &bull;  <a title="vstup do klubu" href="/klub/i-love-rock-and-roll">i love rock and roll</a> </div>	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
143589	1	52	1	kosicky kraj, trebisov	2012-04-25 12:13:00.0	2008-06-04 00:00:00.0	0	180 cm, 85 kg	studujem	anglicky, nemecky	sportovanie, praca s pc, pc hry, surfovanie po webe, pocuvanie hudby, pozeranie filmov, diskoteky, party, priatelia, sex	v dobrej restauracii	nemam ziadne	vysportovana	vyborny	zelene	cierne	pankacik	zakladne	cierna, zelena	fajcim curaaaky	pijem prilezitostne	lev	niekoho na pokec  a novych priatelov....	dost vela ,ale s laskov prichadza aj sklamanie	mam ho rad	niekto s kym bi som si rozumel ja  ale aj ona abi ma chapala he a mala rada aspon tak ako ja ju	null	null	null	null	null	null	null	null	talianskej	null	null	behanie, futbal, hokej, posilnovanie, tenis	futbal, hokej, tenis	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
479262	1	45	1	kosicky kraj, dobsina	2012-05-02 14:10:00.0	2006-06-07 00:00:00.0	20	null	null	null	sportovanie, praca s pc, priatelia, stanovanie	vsade	pes	priemerna	null	zelene	cierne	null	zakladne	mesacna	uz nefajcim	nepijem	vahy	niekoho na chatovanie	null	null	moj najlepsi priatel	slobodny	null	null	komedie, serialy, vojnove	null	no vypocujem si rock / metal ale poslednu dobu pocuvam drum&amp;bass ...lebsie sa pri tom rozmysla	pri chodzi	null	slovenskej	null	null	null	auto-moto sporty, bezkovanie, bojove sporty, futbal, hokej, lyzovanie, tenis	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
315115	0	12	0	trnavsky kraj, skalica	2012-05-25 21:19:00.0	2007-07-02 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
394287	0	45	0	trenciansky kraj, partizanske	2012-05-18 21:09:00.0	2009-01-22 00:00:00.0	36	172 cm, 65 kg	zdravotnictva	nemecky	sportovanie, prace v zahrade, diskoteky, kupalisko, priatelia	v dobrej restauracii	nemam ziadne	null	vyborny	modre	null	kucerave	null	modra	null	null	byk	dobreho priatela, priatelku	null	null	null	mam vazny vztah	null	null	komedie, serialy, eroticke	null	disko	vo vani, na dobru noc	ist do posilnovne, pozerat dobry film v tv	slovenskej, greckej	null	null	behanie, posilnovanie	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1022261	1	59	0	kosicky kraj, michalovce	2012-04-28 13:33:00.0	2006-05-31 00:00:00.0	24	165 cm, 58 kg	null	nemecky, rusky	pocuvanie hudby, tancovanie, diskoteky, party, priatelia, nakupovanie, sex, stanovanie	pri telke, pri svieckach s partnerom, v posteli, z partnerovho bruska	null	priemerna	vyborny	hnede	fialova	dlhe	stredoskolske	biela, cervena, cierna, fialova, hneda, oranzova, proste vsetky su niecim zaujimave	nefajcim	pijem prilezitostne	rak	niekoho na chatovanie	v laske vidim zmysel zivota	sex mozem mat iba s niekym, koho dobre poznam	mojou chybajucou polovickou	null	null	null	horory, komedie, romanticke, eroticke	doma z gauca, u priatela, priatelky	disko, hitparadovky, house, techno, rap, sladaky	na posteli, na dobru noc, s partnerom, na diskoteke, pri sexe	s kamaratmi do baru, pocuvat dobru hudbu, surfovat na sieti a chatovat, pri svieckach s partnerom	slovenskej, a z taniera	null	vsetko co pride	auto-moto sporty, basketbal, plavanie	auto-moto sporty, hokej	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
862555	0	66	0	bratislavsky kraj, bratislava - okolie	2011-12-05 11:49:00.0	2006-06-04 00:00:00.0	23	165 cm	of eu	nemecky, rusky, a samozrejme svoj:)	sportovanie, cestovanie, pocuvanie hudby, pozeranie filmov, zberatelstvo, kupalisko, party, priatelia, divadlo, nakupovanie	pri svieckach s partnerom, v prirode, kdekolvek	mam rybky a 4 macky	tak akurat	vyborny	hnede	hnede	po plecia	stredoskolske	fialova, modra	nefajcim	pijem prilezitostne	panna	niekoho na chatovanie	v laske vidim zmysel zivota, je to to najkrajsie, co moze existovat	nedokazem mat s niekym sex bez lasky	laskou mojho zivota, moje vsetko	mam vazny vztah	null	null	akcne, komedie, romanticke, serialy, zahadne, mysteriozne	v kine, doma z gauca, doma - dvd	hitparadovky, pop, soundtracky, sladaky, vsetko, co sa da pocuvat	na posteli, vo vani, na dobru noc, s partnerom, pri chodzi, kedykolvek a kdekolvek	ist do kina alebo divadla, pocuvat dobru hudbu, pozerat dobry film v tv, pri svieckach s partnerom, byt na nejakom kludnom a romantickom mieste	slovenskej, talianskej	null	null	bedminton, hokej, kolieskove korcule, korculovanie, lyzovanie, plavanie, bicyklovanie 4ever :d	hokej, korculovanie	student	necitam knihy	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1233486	1	12	1	trnavsky kraj, trnava	2012-05-25 19:26:00.0	2008-04-03 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1431973	1	12	0	banskobystricky kraj, kremnica	2011-06-23 17:38:00.0	2011-06-23 00:00:00.0	22	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
200292	0	74	1	banskobystricky kraj, jelsava	2012-05-21 08:43:00.0	2010-03-07 00:00:00.0	0	178 cm, 70 kg, iba john depp	uzernictvo	magyarok	rubanie dreva , kalanie , corovanie	pri sledovani porna	oco brat sestra ja atd........ pavuk, mucha  , co naleti to mam doma heee dzuva a tak no heeee haluz	vysportovana	vydim ta	podla toho kolko som si dal panakou	ta blond	plesaty	vysoke tatry	zelena jednoznacne nema ziadna farba na to	uz nefajc toklko lebo ta vychyti a porazku dostanes	uz nepijem lebo som ani nepil	blizenci	sponzora	presne ty	preco nie ked je skym a je pekna preco nie	thaky aby som sa koli nemu netrapil	zenaty	no chcem mat ale len 12 deti	ta co ja viem bude aky bude neviem po kom budu deti ta uvydim aky bude vstah k nim ale iste dobry ja si myslim lebo deticky budu iste po mne heeee	horor	v aute	hop-hip o cardase	do volkmena	spanok ci sex tak nejak	v skole	null	ku pavarotimu	hadzana poldecakou	sumo	vymahac hesal	henry poter	<div> <a title="vstup do klubu" href="/klub/kurna-d">kurna ! ;d</a> </div>	null	null	null	null	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/zaplme-sviecku-za-nasho-paliho-demitru">zapalme sviecku za nasho paliho demitru...&shy;:,(  :***</a> </div>	
281173	0	55	0	presovsky kraj, presov	2012-03-20 14:13:00.0	2009-02-10 00:00:00.0	0	153 cm, 32 kg	skolstva, som ziacka	anglicky, ucim sa ukrajinsky a anglicky slovensky rusky cesky	priatelia	null	null	chuda	vyborny	modre	spinavy blond	rovne	skoro zakladne	cervena, cierna, fialova, hneda, oranzova, zelena, fialova	nefajcim	abstinent	null	dobreho priatela, priatelku	v laske vidim zmysel zivota	sex mozem mat iba s niekym, koho dobre poznam	laskou mojho zivota	slobodny(a)	null	v buducnosti chcem mat deti	komedie	doma z gauca	null	kedykolvek a kdekolvek	pozerat dobry film v tv	null	null	zriedkavo	null	null	null	normalne	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1102449	1	55	0	bratislavsky kraj, bratislava - petrzalka	2012-05-13 09:16:00.0	2008-09-24 00:00:00.0	0	null	null	anglicky, nemecky	sportovanie, fotografovanie, turistika, domace prace, pc hry, citanie, pocuvanie hudby, pozeranie filmov, chovatelstvo, kupalisko, party, priatelia	null	mam 2 macky a jedneho psa, kokra	priemerna	vyborny	modre	hnede	dlhe	null	biela, cervena, cierna, modra, zelena, zlta	nefajcim	abstinent	lev	dobreho priatela, priatelku	v laske vidim zmysel zivota	nedokazem mat s niekym sex bez lasky	mojou chybajucou polovickou	zasnubeny s tunning66	null	v buducnosti chcem mat deti	akcne, horory, komedie, serialy, dokumentarne, sci-fi, historicke, rodinne	v kine, doma z gauca, u priatela, priatelky	disko, pop, rap, jazz	na posteli, pri chodzi, kedykolvek a kdekolvek	null	slovenskej, talianskej, cinskej, mexickej	null	null	auto-moto sporty, baseball, behanie, futbal, hadzana, korculovanie, tenis	auto-moto sporty, futbal	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
168016	0	62	1	kosicky kraj, kosice - stare mesto	2012-04-27 01:21:00.0	2009-06-18 00:00:00.0	25	null	null	vsetko	sportovanie, pozeranie filmov, tancovanie, jedlo, spanie, varenie, sex	v dobrej restauracii	nemam ziadne	vysportovana	vyborny	hnede	hnede	null	null	cierna	fajcim pravidelne	pijem prilezitostne	byk	niekoho na chatovanie	nieje nic lepsie, ako byt zamilovany(a)	dokazem mat sex s kymkolvek, kto dobre vyzera	laskou mojho zivota, absolutne zodpovedny a spolahlivy	taky aky chcem	mam nadherneho synceka	deti mam a este by som chcel(a) mat dalsie	akcne, komedie, eroticke, horory	doma z gauca	rap, hip-hop, jazz	v aute, pri sexe	nieco dobre uvarit	slovenskej, cinskej, mexickej	null	ja na koncerty nechodim	posilnovanie	auto-moto sporty	null	necitam knihy	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
519891	0	12	1	zahranicie, zahranicie - ostatne	2012-03-30 00:02:00.0	2011-01-06 00:00:00.0	24	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
156752	1	81	1	nitriansky kraj, sala	2012-05-25 21:20:00.0	2008-07-15 00:00:00.0	0	188 cm, 90 kg, priemerna	studujem, som nezamestnany	anglicky, nemecky slovensky a madarsky	sportovanie, domace prace, prace okolo domu, pc hry, chovatelstvo, stanovanie, praca s pc, surfovanie po webe, varenie, sex, priatelia	z partnerovho bruska, v kuchyni pri stole, v posteli	mam vtacika, mam hlodavce	priemerna	vyborny-nekedy vidim aj to co nemam	modre	blond, hnede, cervene teraz farebne	uces hamsika	zakladne, ucnovske	cervena, modra, oranzova	nefajcim	pijem prilezitostne	vodnar	niekoho na chatovanie	v laske vidim zmysel zivota	nedokazem mat s niekym sex bez lasky	mojou chybajucou polovickou, absolutne zodpovedny a spolahlivy	mam vazny vztah	buducnosti max 2	v buducnosti by som mozno chcel(a) mat deti	eroticke, akcne, horory	u priatela, priatelky, doma z gauca	hip-hop, house, techno	pri sexe, na diskoteke, na posteli	pocuvat dobru hudbu, s kamaratmi do baru, pri svieckach s partnerom	slovenskej, japonskej	<div> <a title="vstup do klubu" href="/klub/selice">selice</a> &bull;  <a title="vstup do klubu" href="/klub/durex-xd">▬▬►durex◄▬&shy;▬xd</a> &bull;  <a title="vstup do klubu" href="/klub/vytaztvoo">vytaztvoo:&shy;)))</a> &bull;  <a title="vstup do klubu" href="/klub/teba-stretnut-v-noci-v-lese-tak-sa-zakusnem-do-stromu-a-robim-sa-ze-som-suchy-konar-d">teba stretnut v noci v lese,tak sa zakusnem do stromu a robim sa,ze som suchy konar! :d</a> </div>	ja na koncerty nechodim	hokej, pingpong, posilnovanie, tenis, futbal, biliard, snooker, basketbal, behanie	auto-moto sporty, hokej, hadzana, futbal	vyuceny kuchar	o vareni	<div> <a title="vstup do klubu" href="/klub/hip-hop-music">☻♥hip hop music♥☻</a> &bull;  <a title="vstup do klubu" href="/klub/pri-zelenych">pri zelenych</a> &bull;  <a title="vstup do klubu" href="/klub/som-aka-som-niesom-dokonala-ale-vynimocna-taku-ako-som-ja-uz-nikde-nenajdes">*som aka som* ! ! ! *niesom dokonala,ale vynimocna* ! ! ! *taku ako som ja uz nikde nenajdes* ! ! !</a> &bull;  <a title="vstup do klubu" href="/klub/posli-sem-vsetkych-svojich-priatelov-mozno-sa-nam-podari-pozbierat-vsetkych-ludi-z-pokecu">posli sem vsetkych svojich priatelov. mozno sa nam podari pozbierat vsetkych ludi z pokecu!!! ;)</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/priatelstvo-1">priatelstv&shy;o :)</a> &bull;  <a title="vstup do klubu" href="/klub/priatelia-nadovsetko">priatelia nadovsetko ♥</a> &bull;  <a title="vstup do klubu" href="/klub/magyarok-1">magyarok :)</a> &bull;  <a title="vstup do klubu" href="/klub/pozvi-sem-toho-cloveka-ktoremu-chces-povedat-dakujem-ze-si">pozvi sem toho cloveka, ktoremu chces povedat &quot;dakujem ze si&quot;</a> &bull;  <a title="vstup do klubu" href="/klub/niekedy-je-jednoduche-zamilovat-sa-no-horsie-je-prestat-milovat">niekedy je jednoduche zamilovat sa, no horsie je prestat milovat</a> &bull;  <a title="vstup do klubu" href="/klub/mam-na-teba-chut-2">♥mam na teba chut ♥</a> &bull;  <a title="vstup do klubu" href="/klub/chcem-byt-s-tebou-1">chcem byt s tebou</a> &bull;  <a title="vstup do klubu" href="/klub/milujem-len-jedneho-a-to-je">milujem len jedneho a to je ....</a> </div>	null	<div> <a title="vstup do klubu" href="/klub/napiste-na-nastenku-tel-cislo-a-a-uvidite-kolki-vam-zavolaju-a-kolki-vas-chcu-spoznat-p">▬▬►napiste na nastenku tel cislo a a uvidite kolki vam zavolaju a kolki vas chcu spoznat :p◄▬▬</a> &bull;  <a title="vstup do klubu" href="/klub/mam-ta-velmi-rada-3">mam ta velmi rada</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/selice-dotoho-v-sobotu">selice dotoho v sobotu..</a> </div>	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/ci">ci?</a> &bull;  <a title="vstup do klubu" href="/klub/selice-vstup-na-vlastne-riziko-d">selice....&shy;vstup na vlastne riziko :d</a> </div>	
640900	1	16	0	presovsky kraj, presov	2012-04-18 19:08:00.0	2008-02-25 00:00:00.0	17	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/veris-v-lasku-na-prvy-pohlad">veris v lasku na  prvy pohlad ?</a> </div>	null	null	<div> <a title="vstup do klubu" href="/klub/pravu-lasku-najdes-len-v-srdci">pravu lasku najdes len v srdci!!!</a> </div>	null	null	null	null	null	null	null	null	null	null	null	
1387609	1	12	0	trenciansky kraj, trencin	2012-05-02 12:32:00.0	2010-01-26 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
194578	0	48	1	zahranicie, zahranicie - kanada	2012-05-25 20:17:00.0	2008-05-19 00:00:00.0	0	175 cm, 64 kg	null	anglicky, francuzsky	sportovanie, pc hry	pri telke, pri svieckach s partnerom, v dobrej restauracii	nemam ziadne	vysportovana, plavec	vyborny	modre	cierne	kratke	null	modra	nefajcim	abstinent	null	dobreho priatela, priatelku	nie je nic lepsie, ako byt zamilovany(a)	null	null	null	null	null	akcne, horory, komedie, eroticke	doma z gauca, u priatela, priatelky	null	null	null	slovenskej, talianskej, greckej	null	null	behanie, futbal, hokej, korculovanie, lyzovanie, plavanie, posilnovanie	auto-moto sporty, hokej, lyzovanie, plavanie, snowboarding	null	necitam knihy	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
213990	1	47	0	trenciansky kraj, nove mesto nad vahom	2012-02-09 22:34:00.0	2007-12-14 00:00:00.0	20	null	null	null	fotografovanie, cestovanie, praca s pc, surfovanie po webe, pocuvanie hudby, pozeranie filmov, malovanie, diskoteky, kupalisko, party, priatelia, spanie, nakupovanie, stanovanie	pri telke, pri svieckach s partnerom	mam psa	null	vyborny	hnede	null	null	ucnovske	biela, cervena, cierna, fialova, hneda, modra, oranzova, ruzova, zelena, zlta	null	pijem prilezitostne	kozorozec	dobreho priatela, priatelku	v laske vidim zmysel zivota	null	laskou mojho zivota	null	null	v buducnosti chcem mat deti	dramy, horory, komedie, romanticke, serialy, rodinne	v kine, doma z gauca, u priatela, priatelky	hip hop,, pop,, sladaky,, rock,, disko,, hitparadovky	vo vani, na dobru noc, na koncerte, pri chodzi, kedykolvek a kdekolvek	s kamaratmi do baru, pocuvat dobru hudbu, pozerat dobry film v tv, surfovat na sieti a chatovat, pri svieckach s partnerom	slovenskej,, greckej, japonskej, vegetarianskej, francuzskej, cinskej, mexickej, talianskej, indickej	null	null	null	null	null	velmi kratke	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1052922	0	31	0	trenciansky kraj, ilava	2012-05-21 21:35:00.0	2012-04-15 00:00:00.0	28	som krpec...	null	null	null	null	null	chuda	vyborny	null	null	null	null	ruzova	fajcim pravidelne	pijem prilezitostne	null	null	null	to skutocne zalezi len na okolnostiach	null	null	null	null	null	null	disko	na dobru noc	zhasnut svetla a meditovat	null	null	null	null	null	null	rozpravky	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1441544	1	41	0	zahranicie, zahranicie - nemecko	2012-01-03 02:07:00.0	2010-08-26 00:00:00.0	21	null	null	null	null	null	null	null	vyborny	hnedo - zelene	cierne	null	stredoskolske	modra, ruzova, biela, cierna	null	null	rak	dobreho priatela, priatelku, udrzujem vztahy s priatelmi	nie je nic lepsie, ako byt zamilovany(a)	nedokazem mat s niekym sex bez lasky	null	slobodny(a)	null	v buducnosti chcem mat deti	komedie, rodinne, romanticke, historicke, muzikaly, horory	v kine, u priatela, priatelky, doma z gauca	disko, trance, sladaky, folklor a ludovky, hitparadovky, pop, muzikaly	kedykolvek a kdekolvek	null	null	null	zriedkavo	null	null	null	historicke romany, zivotopisne a pamate, literaturu pre rozvoj osobnosti	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
692696	1	53	1	presovsky kraj, presov	2012-03-25 01:06:00.0	2009-04-01 00:00:00.0	27	186 cm, 85 kg	null	anglicky	sportovanie, praca s pc, surfovanie po webe, diskoteky, priatelia	null	pes, macka, rybky, korytnacka	priemerna	vyborny	hnede	hnede	kratke	stredoskolske	biela, hneda, oranzova	nefajcim	pijem prilezitostne	null	dobreho priatela, priatelku, niekoho na chatovanie	null	to skutocne zalezi len na okolnostiach	laskou mojho zivota	slobodny(a)	null	null	akcne, horory, komedie, vojnove	v kine, u priatela, priatelky	vsetky zanre a tu ktora je dobra 	na posteli	null	slovenskej, greckej, cinskej	null	null	kolieskove korcule, posilnovanie	auto-moto sporty, bojove sporty	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
284233	1	14	0	bratislavsky kraj, bratislava - karlova ves	2012-05-16 15:43:00.0	2008-07-28 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/cely-pokec-napchame-do-tohto-klubu">cely pokec napchame do tohto klubu!</a> </div>	null	null	null	null	null	null	null	null	null	
820997	1	69	1	kosicky kraj, michalovce	2012-04-09 20:49:00.0	2009-01-29 00:00:00.0	13	1 cm, 39 kg	nepracujem	anglicky	turistika, pc hry, kino, spanie, stanovanie	v dobrej restauracii, v posteli	pes	priemerna	nosim okuliare	hnede	hnede	kratke	zakladne	cervena, cierna, zlta	nefajcim	abstinent	baran	frajerku, dobreho priatela, priatelku	nie je nic lepsie, ako byt zamilovany(a)	nedokazem mat s niekym sex bez lasky	moj najlepsi priatel	slobodny	null	v buducnosti chcem mat deti	akcne, sci-fi, vojnove, historicke, rodinne	v kine, doma z gauca	pop, folk a country	pri chodzi	pozerat dobry film v tv, pc hry	slovenskej, talianskej, cinskej, japonskej	null	null	behanie, kolieskove korcule, korculovanie	futbal	null	o zabave, hry, humor, pocitacovu literaturu	null	<div> <a title="vstup do klubu" href="/klub/nacina-ves">nacina ves</a> </div>	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/nacina">nacina</a> &bull;  <a title="vstup do klubu" href="/klub/majstrovstva-sveta-v-hokeji-2011-na-slovensku">majstrovst&shy;va sveta v hokeji 2011 na slovensku</a> </div>	null	null	null	null	null	
617619	1	71	1	trnavsky kraj, hlohovec	2012-05-24 00:41:00.0	2006-11-03 00:00:00.0	31	190 cm, nadmieru nadherna	stolarstvo...krasne detske nabytky alebo co len chcete	anglicky, alebo uz nie_?....som nerozhodny..alebo nie.....	sportovanie, praca s pc, surfovanie po webe, citanie, pocuvanie hudby, pozeranie filmov, diskoteky, jedlo, priatelia, spanie, nakupovanie, stanovanie, niekedy aj moja praac..nie som workoholik?...:-)))	pri telke, v dobrej restauracii, v posteli, ked je dobre tak hocikde...	cinsku ruzu...som dostal.....zachranil som jej zivot...vlastne pri mne jej zachranujem zivot skoro stale..:)	priemerna, priemerne idealna...:-)	nosim kontaktne sosovky, technikaja ocnaja made in russia	zelene, aj modre ..ako kedy...je to vobec mozne?...	blond, ale tak spinavyyyyy...no az az...ale na jar dohola....nech sa hlava predycha	kratke, kratuckovlnitoneposedna 3mm hriva...	stredoskolske......sakra 5 rokov stratenych.....nikto nebude to za co sa uci......mozno...:)	biela, cervena, cierna, modra, aj podla nalady......	fajcim prilezitostne, ako kedy..ale obmedzujem to...cestne	pijem prilezitostne, v malych davkach ale castejsie.i ked niekedy treba pritvrdit....  :-).... pitny rezim  ....	lev, doslovne.....	myslim ze co som hladal som nasiel.......verim ze to dotiahnem do konca....:)	nie je nic lepsie, ako byt zamilovany(a), a nic horsie o to prist.....	to skutocne zalezi len na okolnostiach, neviem, neviem	moj........to bohate staci.......	rozvedeny(a), stastne....naco tajit....aj tak ma odhalis.......i ked to dost bolelo.......	gemini..........tomasko a zuzka......ale ja som hrozny otec.......	futbalovu jedenastku...nech ma ma vela deti rado...	akcne, dramy, inscenacie, horory, komedie, romanticke, serialy, dokumentarne, zahadne, mysteriozne, sci-fi, fantasy, vojnove, historicke, kasove trhaky, vlastne vsetky kt. ma zaujmu.....vtiahnu do deja...	v kine, doma z gauca, u priatela, priatelky	disko, rock, house, techno, pop, rap, metal, oldies, soundtracky, muzikaly, jazz, sladaky, klasicka hudba, opery, folk a country, vsetko vsecicko....co sa da pocuvat...aj podla danej situacie..........	kedykolvek a kdekolvek, tak tak	ist do kina alebo divadla, nieco dobre uvarit, ist na koncert, s kamaratmi do baru, pocuvat dobru hudbu, pozerat dobry film v tv, pri svieckach s partnerom, nieco co vyhovuje obom..alebo kompromis..raz ja raz ty...	co si ukuchtim..ale najma pizzu...ale celkom slusne uz viem aj varit samostatne...:)	null	najradsej vsak festivaly a moto zrazy.......	auto-moto sporty, clnkovanie, veslovanie, hokej, horolezectvo, kolieskove korcule, korculovanie, zalezi od rocneho obdobia a volneho casu.....	hokej, aj to len majstrovstva sveta.....slovenskoooooooooooooooo	programator, alebo take nieco...aj aj nabytkar......	rozpravky, o zabave, hry, humor, historicke romany, literaturu faktu, cestopisy	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
