paperId:ID(Paper),title
0005034,"Triality of Majorana-Weyl Spacetimes with Different Signatures"
0003198,"On Supersymmetry Breaking in String Theory and its Realization in Brane Worlds"
9910247,"Reply to the comment by Park and Ho"
9311130,"Conformal Field Theory Techniques in Large N Yang-Mills Theory"
9303079,"Matrix Models of Induced Large-N QCD"
9308142,"Representations of U(1,q) and Constructive Quaternion Tensor Products"
9802037,"Zero-Mode Problem on the Light Front"
0210244,"Abelian Duality and Abelian Wilson Loops"
0206068,"N=1 Supersymmetric Theory of Higher Spin Gauge Fields in AdS(5) at the Cubic Level"
9512042,"Dirichlet Boundary State in Linear Dilaton Background"
9311058,"Massive-Conformal Dictionary"
9603088,"Probing integrable perturbations of conformal theories using singular vectors"
9810046,"Non-Local Virasoro Symmetries in the mKdV Hierarchy"
0106004,"Notes on AdS_3"
9812050,"Non-Perturbative Renormalization Group and Quantum Tunnelling"
0109148,"Reflections on Topology - Viewpoints on Abelian Projections"
0209236,"Infrared and ultraviolet asymptotic solutions to gluon and ghost propagators in Yang-Mills theory"
0208147,"Ultralocal solutions for quantum integrable nonultralocal models"
9712215,"How To Count the States of Extremal Black Holes in N=8 Supergravity"
9806107,"Superconformal Field Theory with Boundary:Spin Model"
9504009,"Application of the Faddeev-Jackiw formalism to the gauged WZW model"
9707207,"Spectrum-generating Symmetries for BPS Solitons"
0101108,"Gauge invariance, background fields and modified Ward identities"
9509164,"Differential Renormalization of Scalar Field Theory in the Background-Field Method"
0207172,"Brane-induced decay of the Kaluza-Klein vacuum"
0103021,"Holomorphic Tachyons and Fractional D-branes"
9704070,"The Super-Liouville-Equation on the Half-Line"
0204052,"Super Five Brane Hamiltonian and the Chiral Degrees of Freedom"
0009223,"Gauge models in modified triplectic quantization"
9412185,"The Standard Model a la Connes-Lott"
9804019,"Supergravity the DBI Action and Black Hole Physics"
0212074,"Plane Waves and Vacuum Interpolation"
0101093,"C*algebras and differential geometry"
9907052,"Static Quantization of Two-dimensional Dilaton Gravity and Black Holes"
9602080,"Path integral of the hydrogen atom, the Jacobis principle of least action and one-dimensional quantum gravity"
0207029,"Radion and Holographic Brane Gravity"
9812186,"Yangians, finite W-algebras and the Non Linear Schrodinger hierarchy"
9309149,"Two gravitationally Chern-Simons terms are too many"
0004194,"Matrix Theory Interpretation of DLCQ String Worldsheets"
9304018,"Finite-Temperature and -Density QED: Schwinger-Dyson Equation in the Real-Time Formalism"
0001183,"Type 0 Brane Inflation from Mirage Cosmology"
9511104,"Screening vs Confinement in 1+1 Dimensions"
9612039,"Off-Shell Dynamics of the O(3) Nonlinear Sigma-Model -- Beyond Monte-Carlo and Perturbation Theory"
0201004,"Slicing and Brane Dependence of the (A)dS/CFT Correspondence"
9409174,"No $Z_N$ - bubbles in hot Yang-Mills theory"
0303051,"The no-ghost theorem in curved backgrounds with a timelike u(1): NSR string"
0110065,"Discrete Symmetry and GUT Breaking"
9404163,"Detection of Particles Under Potential Barrier"
0211120,"Gravitating nonabelian solutions with NUT charge"
9412068,"Thermal Decays in a Hot Fermi Gas"
9609209,"Large radii and string unification"
9409119,"Supersymmetric Dyonic Black Holes in Kaluza-Klein Theory"
0301055,"On Higher Dimensional Fuzzy Spherical Branes"
0105188,"D-branes on Noncommutative Orbifolds"
9509139,"The Batalin-Tyutin Formalism on the Collective Coordinates Quantisation of the SU(2) Skyrme Model"
9802192,"On the general structure of gauged Wess-Zumino-Witten terms"
9912058,"On RG-flow and the Cosmological Constant"
9205036,"Solitons with integer fermion number"
0104193,"Large gauge invariance and finite temperature"
0206177,"A new analytic approach to physical observables in QCD"
9901100,"Spherical gauge fields"
0107078,"Path Integral Formulation of Noncommutative Quantum Mechanics"
0206159,"A Note on Lie-Lorentz Derivatives"
9903041,"The singleton action action from the supermembrane"
9803138,"Unitary Supermultiplets of OSp(1/32,R) and M-theory"
0010160,"Casimir Effect on the Radius Stabilization of the Noncommutative Torus"
9904131,"Brane Constructions, Fractional Branes and Anti-deSitter Domain Walls"
0212158,"Parafermionic theory with the symmetry Z_5"
9403193,"Stable and Unstable Circular Strings in Inflationary Universes"
9206035,"Renormalization Group Approach to Matrix Models"
9905054,"Conformal field theory of the integer quantum Hall plateau transition"
9210153,"Harmonic potentials for symmetric quaternionic sigma-models"
9808094,"Classical Hamiltonian Reduction On $D(2|1;lpha)$ Chern-Simons Gauge Theory and Large N=4 Superconformal Symmetry"
9909150,"On Discrete U-duality in M-theory"
9303022,"SU(2)-Effective Action Wiht the Nonanalytic Term"
0212196,"Decoupling of Degenerate Positive-norm States in Wittens String Field Theory"
0105135,"Nonlinear supersymmetry on the plane in magnetic field and quasi-exactly solvable systems"
9612228,"On Connes new principle of general relativity Can spinors hear the forces of spacetime?"
9301007,"Integrability and Fusion Algebra for Quantum Mappings"
9602171,"The third virial coefficient of anyons revisited"
9612051,"Fixed scalar greybody factors in five and four dimensions"
9502101,"Classical Solution of Two Dimensional $R^2$-Gravity and Cross-Over Phenomenon"
9309055,"On the Calculation of Effective Actions by String Methods"
9906068,"World-line Green functions with momentum and source conservations"
9610115,"Temperature Notion in a Curved Spacetime"
0304056,"Newton Law in Brane-World Scenario with 4d Induced Gravity: Singular Quantum Mechanical Approach"
0102079,"Form factors of soliton-creating operators in the sine-Gordon model"
9811098,"Kaluza-Klein and H-Dyons in String Theory"
0110198,"Black hole entropy: classical and quantum aspects"
9606144,"Faces of Relativistic Toda Chain"
9712242,"Duality and cosmological compactification of superstrings with unbroken supersymmetry"
0103074,"The noncommutative harmonic oscillator in more than one dimensions"
0204240,"Mean Field Approximation of IIB Matrix Model and Emergence of Four Dimensional Space-Time"
9209116,"Dilaton Black Holes Near the Horizon"
0103068,"M-theory compactified on Calabi-Yau fourfolds with background flux"
9212017,"The Low-level Spectrum of the $W_3$ String"
9412044,"Folded Strings"
0201172,"Multi-Trace Operators and the Generalized AdS/CFT Prescription"
0001219,"Effects of Trilinear Term in Softly Broken N=1 Supersymmetric QCD"
0101236,"Compactified D=11 Supermembranes and Symplectic Non-Commutative Gauge Theories"
9607154,"Critical amplitudes in two-dimensional theories"
0103104,"Integrable Submodels of Nonlinear $igma$-models and Their Generalization"
0009109,"No consistent cross-interactions for a collection of massless spin-2 fields"
9810218,"The quark-composites approach to QCD: The nucleons"
0303198,"Comments on M-theory on G_2 manifolds and (p,q) webs"
9804012,"Massive Fields and the 2D String"
0208196,"Coupling of Rolling Tachyon to Closed Strings"
0210165,"Back Reaction of Cosmological Perturbations and the Cosmological Constant Problem"
9412194,"The Yangian Deformation of the W-Algebras and and the Calogero-Sutherland model"
0204251,"On the dual equivalence of the self-dual and topologically massive $Bedge F$ models coupled to dynamical fermionic matter"
9602161,"Algebraic and Geometric Structure of the Integrable Models recently Proposed by Calogero"
0105210,"Superbranes and Super Born-Infeld Theories as Nonlinear Realizations"
9301096,"Quantum double of Heisenberg-Weyl algebra, its universal R-matrix and their representations"
9405159,"The Twisted String Vertex Algorithm Applied to the $Z_2$-Twisted Scalar String Four Vertex"
9702049,"Resolution of Gauss law in Yang-Mills theory by Gauge Invariant Projection: Topology and Magnetic Monopoles"
0201006,"3-dimensional topological sigma-model"
0008065,"Three-Dimensional SCFTs, Supersymmetric Domain Wall and Renormalization Group Flow"
0010218,"Some Computations of Partition Functions and Tachyon Potentials in Background Independent Off-Shell String Theory"
0011117,"Tachyon condensation in cubic superstring field theory"
9405156,"Folded Strings Falling into a Black Hole"
9608053,"F Theory Orientifolds, M Theory Orientifolds, and Twisted Strings"
9206094,"Time Travel?"
9612177,"Vacuum Polarization Renormalization and the Geometric Phase"
9810105,"A Unified Conformal Field Theory Description of Paired Quantum Hall States"
0007094,"Matching the observational value of the cosmological constant"
9402033,"The Lagrangian of q-Poincare Gravity"
9404032,"Bcklund transformation for integrable systems"
9701060,"Zeta-function regularization, the multiplicative anomaly and the Wodzicki residue"
9912035,"Instantons versus Monopoles"
9302024,"Black Hole from Black Hole in Two Dimensions"
0106171,"String Theory on AdS Orbifolds"
9409050,"Gauge Fields Emerging From Extra Dimensions a Born-Oppenheimer approach"
9405010,"Asymptotics for the Fredholm Determinant of the Sine Kernel on a Union of Intervals"
0302183,"Hidden Degeneracy in the Brick Wall Model of Black Holes"
0207268,"Fermion mixing in quasi-free states"
9411239,"Dynamical Chiral Symmetry Breaking, Goldstones Theorem and the Consistency of the Schwinger--Dyson and Bethe--Salpeter Equations"
0009206,"Condensates near the Argyres-Douglas point in SU(2) gauge theory with broken N=2 supersymmetry"
0205080,"Unbounded entropy in spacetimes with positive cosmological constant"
9312144,"On Discrete Symmetries of the Multi-Boson KP Hierarchies"
9701157,"Black Hole Electromagnetic Duality"
0001078,"A note on Riemann normal coordinates"
0002029,"Non-Linear Realization of ${leph_0}$-Extended Supersymmetry"
0202001,"Explicit SU(5) monopole solutions"
9705175,"String Dualities from Matrix Theory"
9307176,"Topological current algebras in two dimensions"
0207091,"Supergravity Duals of Noncommutative Wrapped D6 Branes and Supersymmetry without Supersymmetry"
9510133,"String Propagator: a Loop Space Representation"
0303180,"Gauge Invariant Regularization of Quantum Field Theory on the Light-Front"
0012219,"General Two-Dimensional Supergravity from Poisson Superalgebras"
9611144,"On Bose-Fermi Statistics, Quantum Group Symmetry, and Second Quantization"
9512102,"A generalized action principle for D=4 doubly supersymmetric membrane"
9605083,"All the Exact Solutions of Generalized Calogero-Sutherland Models"
9808119,"Summing Up Instantons in Three-Dimensional Yang-Mills Theories"
9802008,"Non-thermalizability of a Quantum Field Theory"
9311131,"Tree scattering amplitudes of the spin-4/3 fractional superstring II: the twisted sectors"
9803250,"Quark confinement and color transparency in a gauge-invariant formulation of QCD"
0105178,"Exact form factors in integrable quantum field theories: the sine-Gordon model (II)"
0105137,"Supersymmetry Breaking and Composite Extra Dimensions"
0203144,"Duality, Monodromy and Integrability of Two Dimensional String Effective Action"
0108068,"Compromise of Localized Graviton with a Small Cosmological Constant in Randall-Sundrum Scenario"
9301003,"Summing Over Inequivalent Maps in the String Theory Interpretation of Two Dimensional QCD"
0209028,"The mass renormalization of nonperturbative light-front Hamiltonian theory: An illustration using truncated, Pauli-Villars-regulated Yukawa interactions"
0102050,"Quantum mechanics on non-commutative plane"
0211128,"Extended BRST quantization in general coordinates"
0012202,"Radion Stabilization by Brane Matter"
0008153,"Thermodynamics of non-abelian exclusion statistics"
9405098,"Yang-Baxterization of the BH algebra"
0112204,"String Theory and the Size of Hadrons"
9912027,"The Gauging of Five-dimensional, N=2 Maxwell-Einstein Supergravity Theories coupled to Tensor Multiplets"
9711184,"On the equivalence of the self-dual and Maxwell-Chern-Simons models coupled to Fermions"
9910012,"Supersymmetry and DLCQ"
9312070,"Davey-Stewartson Equation from a Zero Curvature and a Self-Duality Condition"
0104234,"Simplified Method for Trace Anomaly Calculations in d=6 and d<6"
0210145,"Enumerative geometry and knot invariants"
0107060,"The stability of the shell of D6-D2 branes in a ${al N}=2$ supergravity solution"
0303139,"Closed strings from decaying D-branes"
9910209,"Cohomological Field Theories with Khler Structure"
0107265,"Matrix description of D-branes on 3-spheres"
9410198,"Point Interactions from Flux Conservation"
9505057,"Construction of Free Energy of Calabi-Yau manifold embedded in $CP^{n-1}$ via Torus Actions"
9406063,"Complex Structures, Duality, and WZW-Models in Extended Superspace"
9301099,"On the Spectrum and Scattering of W_3 Strings"
9410018,"Untwisted Moduli and Internal Fermions in Free Fermionic Strings"
9306033,"Extensions of the Virasoro Algebra and Gauged WZW Models"
9402098,"QED in external fields from the spin representation"
0110290,"Vacuum Stress Tensor of a Scalar Field in a Rectangular Waveguide"
9206056,"Is Purity Eternal?"
0104012,"Manifestation of a nontrivial vacuum in discrete light cone quantization"
0012264,"Ground State Energy of Massive Scalar Field Inside a Spherical Region in the Global Monopole Background"
9907045,"Solution of Schwinger-Dyson Equations for ${al PT}$-Symmetric Quantum Field Theory"
9306035,"Construction of KP Hierarchies in Terms of Finite Number of Fields and their Abelianization"
0205028,"Fuzzy dimensions and Plancks Uncertainty Principle for p-branes"
0102034,"Dimensional Reduction by a Two-Form (another alternative to compactification)"
9501027,"Dirac Electron in the Electric Dipole Field"
9701171,"String Field Equations from Generalized Sigma Model"
9906041,"Superstring ending on super-D9-brane: a supersymmetric action functional for the coupled brane system"
9906024,"Two approaches to anomaly-free quantization of general covariant systems on an example of a two-dimensional string"
9611106,"Semi-classical decay of monopoles in N=2 gauge theory"
9912097,"Finite One-Loop Calculations in Quantum Gravity: Graviton Self-Energy, Perturbative Gauge Invariance and Slavnov-Ward Identities"
9502051,"Quantum chains with a Catalan tree pattern of conserved charges: the $elta = -1$ XXZ model and the isotropic octonionic chain"
9208069,"N=2 supersymmetric W-algebras"
0006007,"Gravitational waves from inflation on the brane"
0207077,"Classification and Quantum Moduli Space of D-branes in Group Manifolds"
9609076,"Four-dimensional greybody factors and the effective string"
9903012,"On the Heterotic Dipole at Strong Coupling"
0003128,"New local symmetry for QED in two dimensions"
9704206,"Supersymmetric Yang-Mills Theory and Riemannian Geometry"
9505191,"Self-Gravitational Correction of the Vacuum Polarization Feynman Diagram Using Full Einstein Equation Propagation of the Intermediate Virtual Gravitons"
9702055,"Lorentz Group derivable from Polarization Optics"
9210057,"Peculiarity of String Theory on Orbifolds in the Presence of an Antisymmetric Background Field"
9801185,"The Pole Part of the 1PI Four-Point Function in Light-Cone Gauge Yang-Mills Theory"
9309100,"Critical scaling in the matrix model on the Bethe tree"
9611238,"Exact expectation values of local fields in quantum sine-Gordon model"
9802012,"Instantons and Magnetic Monopoles on $R^3imes S^1$ with Arbitrary Simple Gauge Groups"
9704104,"Brane Dynamics and N=1 Supersymmetric Gauge Theory"
9407037,"Lagrangian Formalism Over Graded Algebras"
9304117,"Fractal Structure of Quantum Gravity in Two Dimensions"
9702148,"Nonlocality, Self-Adjointness and Theta-Vacuum in Quantum Field Theory in Spaces with Nontrivial Topology"
0110280,"U(1) x U(1) Quaternionic Metrics from Harmonic Superspace"
9611216,"Determinant representation for dynamical correlation functions of the Quantum nonlinear Schrdinger equation"
9912042,"Conformal Blocks and Correlators in WZNW Model I Genus Zero"
0010013,"Damped harmonic oscillators in the holomorphic representation"
0208207,"Black Hole Solutions in Braneworlds with Induced Gravity"
9406164,"Geometry of Fermionic Constraints in Superstring Theories"
0212154,"Supersymmetry of Scattering Amplitudes and Green Functions in Perturbation Theory"
0104246,"Progress in Higher Spin Gauge Theories"
0003038,"On the correspondence between gravity fields and CFT operators"
9506132,"On the Equivalence of Dual Theories"
9309136,"Intersecting Braids and Intersecting Knot Theory"
0005116,"Curved dilatonic brane-worlds and the cosmological constant problem"
9808073,"On Phases of Gauge Theories and the Role of Non-BPS Solitons in Field Theory"
0010271,"Excision of Singularities by Stringy Domain Walls"
9909175,"A Non-perturbative Solution of the Zero-Dimensional lambda phi^4 Field Theory"
9911075,"Compactified Quantum Fields Is there Life Beyond the Cut-off Scale?"
0201150,"Casimir force between partially transparent plane mirrors"
9708060,"Degeneracy and Continuous Deformations of Supersymmetric Domain Walls"
0302019,"Holographic three-point functions: one step beyond the tradition"
9712073,"Special Conformal Symmetry of Worldvolume Actions"
0211166,"The Supersymmetric Stueckelberg Mass and Overcoming the Fayet-Iliopoulos Mechanism for Breaking Symmetry"
0007090,"Type-I strings on magnetised orbifolds and brane transmutation"
0110061,"Pair Production and Vacuum Polarization of Arbitrary Spin Particles with EDM and AMM"
9506001,"SUPERTRACES IN STRING THEORY"
0101052,"Topological contributions in two-dimensional Yang-Mills theory: from group averages to integration over algebras"
0304168,"Towards a Stringy Resolution of the Cosmological Singularity"
9708081,"The $a_{5}$ heat kernel coefficient on a manifold with boundary"
9808179,"Hamiltonian Formulation of the W-Infinity Minimal Models"
9303164,"On the BRST structure of W_3 gravity coupled to c=2 matter"
0007119,"Magnetic monopoles vs Hopf defects in the Laplacian (Abelian) gauge"
9505105,"Exact Results for N=2 Compactifications of Heterotic Strings"
9806229,"From Super QCD to QCD"
0302077,"Another Leigh-Strassler deformation through the Matrix model"
9806219,"Topological contributions to fermionic correlators and nonperturbative aspects of QCD in two dimensions"
9210114,"Natural Supergravity Inflation"
0304016,"Classes of exact wavefunctions for general time-dependent Dirac Hamiltonians in 1+1 dimensions"
0004180,"A two-dimensional integrable axionic sigma-model and T-duality"
9901016,"Spinors on manifolds with boundary: APS index theorems with torsion"
0201199,"On three dimensional coupled bosons"
0302059,"Self-Dual N=(1,0) Supergravity in Eight Dimensions with Reduced Holonomy Spin(7)"
0105184,"Excitations on wedge states and on the sliver"
9502060,"Difference Equations in Spin Chains with a Boundary"
9304023,"SO(10) Unification in Non-Commutative Geometry"
0011127,"The evolution of unstable black holes in anti-de Sitter space"
9306136,"Subdivision Analysis of Topological $Z_{p}$ Lattice Gauge Theory"
9603010,"Quantization of Solitons and the Restricted Sine-Gordon Model"
0301042,"Russian Doll Renormalization Group, Kosterlitz-Thouless Flows, and the Cyclic sine-Gordon model"
0112043,"DLCQ strings and branched covers of torii"
9703145,"Geodesics and BPS States in N=2 Supersymmetric QCD"
0008092,"The moduli space of two U(1) instantons on noncommutative $R^4$ and $R^3imes S^1$"
0207178,"Dilaton tadpoles and D-brane interactions in compact spaces"
0006198,"Supersymmetric Noether Currents and Seiberg-Witten Theory"
9703042,"Instructive Properties of Quantized Gravitating Dust Shell"
9802018,"A Note on the Supersymmetries of the Self-Dual Supermembrane"
9603096,"String Theory and Matrix Models"
9509131,"A Gauge-Invariant Regularization of the Weyl Determinant Using Wavelets"
9607135,"Higher-Spin Matter Interactions in 2+1 Dimensions"
9408096,"Topology and quantization of abelian sigma model in (1+1) dimensions"
9902185,"On the Generalised Pauli--Villars Regularization of the Standard Model"
0101164,"Strongly Coupled CFT in FRW Universe from AdS/CFT Correspondence"
0002018,"Second Quantized F-P Ghost States"
9605109,"Sequences of Einstein-Yang-Mills-Dilaton Black Holes"
9712001,"Quantum Dirac constraints, Ward identities and path integral in relativistic gauge"
9503116,"Quantized 2d Dilaton Gravity and Black Holes"
9612042,"Nambu-Goldstone Fields, Anomalies and WZ Terms"
9503124,"String Theory Dynamics In Various Dimensions"
0001096,"Scalar Tensor Theories and Hadamard State Condition"
9509034,"Scattering matrix in external field problems"
0103055,"Scaling functions from q-deformed Virasoro characters"
0208156,"Supergravity, Dark Energy and the Fate of the Universe"
0211071,"Quantum Corrections to the Schwarzschild and Kerr Metrics"
9810126,"Novel Local CFT and Exact Results on Perturbations of N=4 Super Yang Mills from AdS Dynamics"
9912165,"(p + 1)-Dimensional Noncommutative Yang-Mills and D($p - 2$) Branes"
9911077,"Two-dimensional dilaton gravity and spacetimes with finite curvature at the horizon away from the Hawking temperature"
0212288,"Higher order curvature generalisations of Bartnick-McKinnon and coloured black hole solutions in $d=5$"
0212144,"(Re)constructing Dimensions"
0107250,"Noncommutative Quantum Cosmology"
9508111,"An SU(2) Analog of the Azbel--Hofstadter Hamiltonian"
9603015,"Exact non-abelian duality"
9206101,"Self-Dual Supergravity Theories in 2+2 Dimensions"
9807213,"String Duality and Non-supersymmetric Strings"
9311073,"2D Ising Model with a Defect Line"
0110247,"Two-Loop Superstrings I, Main Formulas"
9410086,"Vacuum correlations at geodesic distance in quantum gravity"
0112125,"Nonlinear Supersymmetry"
0011161,"Noncommutative renormalization for massless QED"
0204120,"Non-BPS Brane Cosmology"
0201114,"TASI lectures: special holonomy in string theory and M-theory"
0005064,"Instantons, Monopoles and the Flux Quantization in the Faddeev-Niemi Decomposition"
0211082,"Effective matter superpotentials from Wishart random matrices"
9801046,"The determinant representation for quantum correlation functions of the sinh-Gordon model"
0002067,"Evidence for Winding States in Noncommutative Quantum Field Theory"
0208208,"Free energy and theta dependence of SU(N) gauge theories"
0009180,"Another Alternative to Compactification: Noncommutative Geometry and Randall-Sundrum Models"
9912126,"Glueball Spin"
9806015,"Donaldson-Witten Functions of Massless N=2 Supersymmetric QCD"
9512013,"Further Remarks on the Chiral Model Approach to Self-Dual Gravity"
0205120,"Topological interpretation of Dirac equation and geometrisation of electromagnetic field"
9310029,"The Exact Tachyon Beta-Function for the Wess-Zumino-Witten Model"
0103230,"Exceptional non-renormalization properties and OPE analysis of chiral four-point functions in N=4 SYM_4"
9711156,"5d and 6d Supersymmetric Gauge Theories: Prepotentials from Integrable Systems"
9512154,"Nucleation of $P$-Branes and Fundamental Strings"
0110274,"Exact solutions in multidimensional gravity with antisymmetric forms"
9810155,"Out Of This World Supersymmetry Breaking"
9507125,"Aspects of Classical and Quantum Nambu Mechanics"
0104088,"Screw Photon-Like (3+1)-Solitons in Extended Electrodynamics"
0012262,"Exercising in K-theory: Brane Condensation without Tachyon"
0203036,"Effective action for the homogeneous radion in brane cosmology"
9508025,"Quasiclassical QCD Pomeron"
0211200,"Cosmological Acceleration from Energy Influx"
9501093,"Bose-Einstein condensation for interacting scalar fields in curved spacetime"
0205321,"On Operator Mixing in N=4 SYM"
0204174,"Strings in PP-Waves and Worldsheet Deconstruction"
0005133,"Spectral functions in mathematics and physics"
9307125,"Ising (anti-)ferromagnet on dynamical triangulations and quadrangulations"
9404039,"Unified View of Deformed Single - Mode Oscillator Algebras"
9410026,"Integrable boundary conditions for classical sine-Gordon theory"
9810252,"On a different BRST constructions for a given Lie algebra"
0011069,"The global phase diagram of a modular invariant two dimensional statistical model"
9406170,"From geometric quantization to Moyal quantization"
9712240,"Diffeomorphism algebra of two dimensional free massless scalar field with signature change"
9605002,"Multi-Periodic Coherent States and the WKB-Exactness"
9401118,"Integrable open-boundary conditions for the supersymmetric t-J model The quantum group invariant case"
9812252,"The No-ghost Theorem and Strings on AdS_3"
9805047,"More Superstrings from Supergravity"
9706112,"Exotic Solutions in Einstein-Antisymmetric Tensor Theory"
0005249,"Quantization of the Relativistic Particle"
9704114,"Non-Perturbative Dynamics in Supersymmetric Gauge Theories"
0107249,"On the Renormalization of a Bosonized Version of the Chiral Fermion-Meson Model at Finite Temperature"
9611146,"M-branes, anti-M-branes and nonextremal black holes"
0008014,"p-Brane Action from Gravi-Dilaton Effective Action"
9611230,"Type IIB Superstrings, BPS Monopoles, And Three-Dimensional Gauge Dynamics"
0207208,"F-theory Duals of M-theory on G2 Manifolds from Mirror Symmetry"
9608119,"Vanishing of Cosmological Constant in Dual Supergravity"
9711015,"Gonihedric String Equation"
0202022,"Composite fluxbranes with general intersections"
9905027,"Extension of worldline computational algorithms for QCD to open fermionic contours"
0109081,"Engineering a bosonic AdS/CFT correspondence"
0011050,"Generating Functional and Large N-Limit of Nonlocal 2D Generalized Yang-Mills Theories ($nlgYM_2$s)"
9306027,"Spontaneous Symmetry Breaking and the Renormalization of the Chern-Simons Term"
9311175,"Duality of a Generalized Gauge Invariant Ising Model on Random Surfaces"
9504025,"A Theory of Spinning Particles for Large N-extended Supersymmetry"
0002184,"A review of the D1/D5 system and five dimensional black hole from supergravity and brane viewpoint"
0101061,"Generic junction conditions in brane-world scenarios"
9510175,"From CFTs to Graphs"
9903114,"Some Algebraic Symmetries of (2,2)-Supersymmetric Systems"
9510193,"Positronium as an example of algebraic composite calculations"
9704075,"Three Introductory Lectures in Helsinki on Matrix Models of Superstrings"
9507096,"Oddball determinants"
0006208,"A New Look on the Electromagnetic Duality Suggestions and Developments"
0111020,"Fuzzy Complex Grassmannian Spaces and their Star Products"
0004201,"Consistent Sphere Reductions and Universality of the Coulomb Branch in the Domain-Wall/QFT Correspondence"
0012197,"Nonrenormalization theorems for N=2 Super Yang-Mills"
9611028,"String-Inspired Gravity Coupled to Yang-Mills Fields"
9203007,"No-Boundary Theta-Sectors in Spatially Flat Quantum Cosmology"
9712234,"$(p+2)$-form gauge fields for $p$-brane through an action-at-a-distance"
9907193,"An Application of the Schwarzian Derivative"
9801058,"Branes in N=2,D=4 sugra and the conformal field theory limit"
0203080,"Superstring on PP-Wave Orbifold from Large-N Quiver Gauge Theory"
9612234,"Vertex Operators for Super Yang-Mills and Multi D-Branes in Green-Schwarz Superstring"
0010162,"Recurrent dynamical symmetry breaking and restoration by Wilson lines at finite densities on a torus"
9701143,"Axion production from gravitons off interacting 0-branes"
9601047,"Projective Group Representations in Quaternionic Hilbert Space"
0010066,"Correspondence between Noncommutative Soliton and Open String/D-brane System via Gaussian Damping Factor"
0102003,"An open bosonic string with one end fixed"
9406136,"All WZW Mooels in $Deq5$"
9908075,"Branes and Supersymmetry Breaking in Three Dimensional Gauge Theories"
0006145,"A note on D-branes in group manifolds: flux quantisation and D0-charge"
0108073,"A Scalar-Tensor Bimetric Brane World Cosmology"
0209234,"Lorentz-Invariant Non-Commutative QED"
9503067,"Calogero-Vasiliev Oscillator in Dynamically Evolving Curved Spacetime"
9705089,"A model for charges of electromagnetic type"
0206023,"Trace Anomaly and Quantization of Maxwells Theory on Non-Commutative Spaces"
0304009,"On Free Field Realizations of Strings in BTZ"
9908023,"Brane Supersymmetry Breaking"
9302047,"Geometric Classification of Conformal Anomalies in Arbitrary Dimensions"
9907131,"Worldsheet approaches to D-branes on supersymmetric cycles"
0301184,"Probes in fluxbranes and supersymmetry breaking through Hodge-duality"
9703130,"Investigation of anomalous axial QED"
9903011,"Some Aspects of Quantum Gravity in the Causal Approach"
9511121,"On indices of the Dirac operator in a non-Fredholm case"
9301118,"Generalized Fusion Potentials"
9702138,"Two kinds of duality"
9705111,"Scattering of Quantized Dirichlet Particles"
0211028,"From Black Strings to Black Holes"
9606004,"Higher genus correlators for the hermitian matrix model with multiple cuts"
0111077,"A Remark On Field Theories On The Non-Commutative Torus"
0001179,"Absorption Cross Section of Scalar Field in Supergravity Background"
0005169,"On string theory in AdS_3 backgrounds"
9604185,"Interpretation of the topological terms in gauge system"
0303021,"Cosmic Strings and Quintessence"
0210109,"The Maximum Tension Principle in General Relativity"
9306090,"Is the Polyakov path integral prescription too restrictive?"
9601074,"2+1 Black Hole with a Dynamical Conical Singularity"
9211078,"Off-shell string physics"
9707047,"Singularities in d=4, N=1 Heterotic String Vacua"
0007099,"Isometries in anti-de Sitter and Conformal Superspaces"
9812084,"D-Branes and Spin^c Structures"
9803007,"Smallest Dirac Eigenvalue Distribution from Random Matrix Theory"
0009190,"Constrained Quantization of Charged Strings in Background B Field and g-Factors"
0105001,"Doubletons and 5D Higher Spin Gauge Theory"
9412098,"On the classical $appa$-particle"
9809179,"Gauge Boson Exchange in $AdS_{d+1}$"
9704190,"On the Opening of Branes"
9505028,"Self-Intersection Numbers and Random Surfaces on the Lattice"
9611060,"T-duality for open strings with respect to non-abelian isometries"
0207193,"Brane World Models Without Cosmological Expansive And Darboux Transformations"
9508057,"Information Loss in Quantum Gravity Without Black Holes"
9605222,"Resolving Singularities in (0,2) Models"
0011271,"The Non-Abelian Self Dual String on the Light Cone"
9910227,"Polynomial Gauge Invariants of a Bosonic String"
9610205,"New N=1 Superconformal Field Theories in Four Dimensions from D-brane Probes"
0105138,"Alternative N=2 Supergravity in Singular Five Dimensions with Matter/Gauge Couplings"
9806071,"Anti-DeSitter Spaces and Nonextreme Black Holes"
9711008,"Boundary fields and renormalization group flow in the two-matrix model"
9312091,"(J,0)+(0,j) Representation Space: Majorana-Like Construct"
0111080,"Quantum geometry of the universal hypermultiplet"
0302214,"Classical and Quantum Strings in plane waves, shock waves and spacetime singularities: synthesis and new results"
0103019,"Universe Generation from Black Hole Interiors"
9308111,"Mechanics as Geometry?"
0207070,"The $at{G}^{4}ambda^{16}$ Term in IIB Supergravity"
9812015,"Molien Function for Duality"
9911009,"The p-bar p --> pi_0 pi_0 Puzzle"
9811175,"About the Poisson Structure for D4 Spinning String"
9307042,"Conjectures on Non-Local Effects in String Black Holes"
9204056,"Chern-Simons Solitons, Toda Theories and the Chiral Model"
9309044,"Interacting Fermion Systems from Two Dimensional QCD"
9406152,"Dual Supergravity in D=10, N=1 Superspace with Tree-Level Superstring Corrections"
